rowid,term,tf,ntf,idf,tfidf,ntfidf
3,according,1,0.0204081632653061,3.55534806148941,3.55534806148941,0.0725581237038656
3,better,1,0.0204081632653061,3.55534806148941,3.55534806148941,0.0725581237038656
3,bigger,1,0.0204081632653061,3.55534806148941,3.55534806148941,0.0725581237038656
3,business,1,0.0204081632653061,2.16905370036952,2.16905370036952,0.0442664020483576
3,companies,1,0.0204081632653061,3.55534806148941,3.55534806148941,0.0725581237038656
3,competitive,1,0.0204081632653061,3.55534806148941,3.55534806148941,0.0725581237038656
3,continues,1,0.0204081632653061,3.55534806148941,3.55534806148941,0.0725581237038656
3,cross,1,0.0204081632653061,3.55534806148941,3.55534806148941,0.0725581237038656
3,customer,1,0.0204081632653061,2.16905370036952,2.16905370036952,0.0442664020483576
3,data,5,0.102040816326531,0.722134717433197,3.61067358716599,0.073687216064612
3,decisions,1,0.0204081632653061,2.86220088092947,2.86220088092947,0.0584122628761116
3,departments,1,0.0204081632653061,3.55534806148941,3.55534806148941,0.0725581237038656
3,dependent,1,0.0204081632653061,3.55534806148941,3.55534806148941,0.0725581237038656
3,discover,1,0.0204081632653061,2.86220088092947,2.86220088092947,0.0584122628761116
3,driven,1,0.0204081632653061,3.55534806148941,3.55534806148941,0.0725581237038656
3,embrace,1,0.0204081632653061,3.55534806148941,3.55534806148941,0.0725581237038656
3,grow,1,0.0204081632653061,3.55534806148941,3.55534806148941,0.0725581237038656
3,improve,1,0.0204081632653061,2.86220088092947,2.86220088092947,0.0584122628761116
3,increasingly,1,0.0204081632653061,3.55534806148941,3.55534806148941,0.0725581237038656
3,influx,1,0.0204081632653061,3.55534806148941,3.55534806148941,0.0725581237038656
3,information,1,0.0204081632653061,2.86220088092947,2.86220088092947,0.0584122628761116
3,large,1,0.0204081632653061,2.86220088092947,2.86220088092947,0.0584122628761116
3,make,1,0.0204081632653061,2.86220088092947,2.86220088092947,0.0584122628761116
3,marketing,1,0.0204081632653061,3.55534806148941,3.55534806148941,0.0725581237038656
3,mind,1,0.0204081632653061,3.55534806148941,3.55534806148941,0.0725581237038656
3,new,1,0.0204081632653061,2.4567357728213,2.4567357728213,0.0501374647514552
3,opportunities,1,0.0204081632653061,2.86220088092947,2.86220088092947,0.0584122628761116
3,organizations,1,0.0204081632653061,3.55534806148941,3.55534806148941,0.0725581237038656
3,relationships,1,0.0204081632653061,2.86220088092947,2.86220088092947,0.0584122628761116
3,rely,1,0.0204081632653061,2.86220088092947,2.86220088092947,0.0584122628761116
3,sell,2,0.0408163265306122,3.55534806148941,7.11069612297883,0.145116247407731
3,set,1,0.0204081632653061,3.55534806148941,3.55534806148941,0.0725581237038656
3,sets,1,0.0204081632653061,3.55534806148941,3.55534806148941,0.0725581237038656
3,sizes,1,0.0204081632653061,3.55534806148941,3.55534806148941,0.0725581237038656
3,speeds,1,0.0204081632653061,3.55534806148941,3.55534806148941,0.0725581237038656
3,stay,1,0.0204081632653061,3.55534806148941,3.55534806148941,0.0725581237038656
3,types,1,0.0204081632653061,3.55534806148941,3.55534806148941,0.0725581237038656
3,unprecedented,1,0.0204081632653061,3.55534806148941,3.55534806148941,0.0725581237038656
4,believed,1,0.037037037037037,3.55534806148941,3.55534806148941,0.131679557832941
4,computational,1,0.037037037037037,3.55534806148941,3.55534806148941,0.131679557832941
