rowid,term,tf,ntf,idf,tfidf,ntfidf
3,a,1,0.0135135135135135,0.464305608131098,0.464305608131098,0.0062744001098797
3,according,1,0.0135135135135135,3.55534806148941,3.55534806148941,0.0480452440741813
3,all,1,0.0135135135135135,2.4567357728213,2.4567357728213,0.0331991320651528
3,and,3,0.0405405405405405,0.336472236621213,1.00941670986364,0.0136407663495086
3,are,1,0.0135135135135135,1.47590651980958,1.47590651980958,0.0199446827001294
3,as,1,0.0135135135135135,1.94591014905531,1.94591014905531,0.0262960830953421
3,at,1,0.0135135135135135,1.76358859226136,1.76358859226136,0.0238322782738021
3,better,1,0.0135135135135135,3.55534806148941,3.55534806148941,0.0480452440741813
3,bigger,1,0.0135135135135135,3.55534806148941,3.55534806148941,0.0480452440741813
3,business,1,0.0135135135135135,2.16905370036952,2.16905370036952,0.02931153649148
3,can,1,0.0135135135135135,1.94591014905531,1.94591014905531,0.0262960830953421
3,companies,1,0.0135135135135135,3.55534806148941,3.55534806148941,0.0480452440741813
3,competitive,1,0.0135135135135135,3.55534806148941,3.55534806148941,0.0480452440741813
3,continues,1,0.0135135135135135,3.55534806148941,3.55534806148941,0.0480452440741813
3,cross,1,0.0135135135135135,3.55534806148941,3.55534806148941,0.0480452440741813
3,customer,1,0.0135135135135135,2.16905370036952,2.16905370036952,0.02931153649148
3,data,5,0.0675675675675676,0.722134717433197,3.61067358716599,0.0487928863130539
3,decisions,1,0.0135135135135135,2.86220088092947,2.86220088092947,0.0386783902828307
3,departments,1,0.0135135135135135,3.55534806148941,3.55534806148941,0.0480452440741813
3,dependent,1,0.0135135135135135,3.55534806148941,3.55534806148941,0.0480452440741813
3,discover,1,0.0135135135135135,2.86220088092947,2.86220088092947,0.0386783902828307
3,driven,1,0.0135135135135135,3.55534806148941,3.55534806148941,0.0480452440741813
3,embrace,1,0.0135135135135135,3.55534806148941,3.55534806148941,0.0480452440741813
3,grow,1,0.0135135135135135,3.55534806148941,3.55534806148941,0.0480452440741813
3,improve,1,0.0135135135135135,2.86220088092947,2.86220088092947,0.0386783902828307
3,increasingly,1,0.0135135135135135,3.55534806148941,3.55534806148941,0.0480452440741813
3,influx,1,0.0135135135135135,3.55534806148941,3.55534806148941,0.0480452440741813
3,information,1,0.0135135135135135,2.86220088092947,2.86220088092947,0.0386783902828307
3,large,1,0.0135135135135135,2.86220088092947,2.86220088092947,0.0386783902828307
3,make,1,0.0135135135135135,2.86220088092947,2.86220088092947,0.0386783902828307
3,marketing,1,0.0135135135135135,3.55534806148941,3.55534806148941,0.0480452440741813
3,mind,1,0.0135135135135135,3.55534806148941,3.55534806148941,0.0480452440741813
3,must,1,0.0135135135135135,2.4567357728213,2.4567357728213,0.0331991320651528
3,new,1,0.0135135135135135,2.4567357728213,2.4567357728213,0.0331991320651528
3,of,4,0.0540540540540541,0.297251523467932,1.18900609387173,0.0160676499171855
3,on,2,0.027027027027027,1.25276296849537,2.50552593699074,0.0338584586079829
3,opportunities,1,0.0135135135135135,2.86220088092947,2.86220088092947,0.0386783902828307
3,organizations,1,0.0135135135135135,3.55534806148941,3.55534806148941,0.0480452440741813
3,relationships,1,0.0135135135135135,2.86220088092947,2.86220088092947,0.0386783902828307
3,rely,1,0.0135135135135135,2.86220088092947,2.86220088092947,0.0386783902828307
3,sell,2,0.027027027027027,3.55534806148941,7.11069612297883,0.0960904881483625
3,set,1,0.0135135135135135,3.55534806148941,3.55534806148941,0.0480452440741813
3,sets,1,0.0135135135135135,3.55534806148941,3.55534806148941,0.0480452440741813
3,sizes,1,0.0135135135135135,3.55534806148941,3.55534806148941,0.0480452440741813
3,speeds,1,0.0135135135135135,3.55534806148941,3.55534806148941,0.0480452440741813
3,stay,1,0.0135135135135135,3.55534806148941,3.55534806148941,0.0480452440741813
3,the,1,0.0135135135135135,0.22314355131421,0.22314355131421,0.00301545339613797
3,to,6,0.0810810810810811,0.377294231141468,2.26376538684881,0.0305914241466055
3,types,1,0.0135135135135135,3.55534806148941,3.55534806148941,0.0480452440741813
3,unprecedented,1,0.0135135135135135,3.55534806148941,3.55534806148941,0.0480452440741813
3,up,1,0.0135135135135135,1.94591014905531,1.94591014905531,0.0262960830953421
3,with,1,0.0135135135135135,1.15745278869104,1.15745278869104,0.0156412539012303
4,and,1,0.027027027027027,0.336472236621213,0.336472236621213,0.00909384423300575
4,at,1,0.027027027027027,1.76358859226136,1.76358859226136,0.0476645565476043
4,because,1,0.027027027027027,3.55534806148941,3.55534806148941,0.0960904881483625
4,believed,1,0.027027027027027,3.55534806148941,3.55534806148941,0.0960904881483625
4,computational,1,0.027027027027027,3.55534806148941,3.55534806148941,0.0960904881483625
4,considerable,1,0.027027027027027,3.55534806148941,3.55534806148941,0.0960904881483625
4,costly,1,0.027027027027027,3.55534806148941,3.55534806148941,0.0960904881483625
4,descent,1,0.027027027027027,3.55534806148941,3.55534806148941,0.0960904881483625
4,down,1,0.027027027027027,3.55534806148941,3.55534806148941,0.0960904881483625
4,firepower,1,0.027027027027027,3.55534806148941,3.55534806148941,0.0960904881483625
4,gradient,1,0.027027027027027,3.55534806148941,3.55534806148941,0.0960904881483625
4,local,1,0.027027027027027,3.55534806148941,3.55534806148941,0.0960904881483625
4,minima,1,0.027027027027027,3.55534806148941,3.55534806148941,0.0960904881483625
4,near,1,0.027027027027027,3.55534806148941,3.55534806148941,0.0960904881483625
4,networks,2,0.0540540540540541,2.86220088092947,5.72440176185894,0.154713561131323
4,neural,2,0.0540540540540541,2.86220088092947,5.72440176185894,0.154713561131323
4,or,1,0.027027027027027,1.35812348415319,1.35812348415319,0.0367060401122485
4,points,1,0.027027027027027,3.55534806148941,3.55534806148941,0.0960904881483625
4,previously,1,0.027027027027027,3.55534806148941,3.55534806148941,0.0960904881483625
4,require,1,0.027027027027027,3.55534806148941,3.55534806148941,0.0960904881483625
4,researchers,1,0.027027027027027,3.55534806148941,3.55534806148941,0.0960904881483625
4,saddle,1,0.027027027027027,3.55534806148941,3.55534806148941,0.0960904881483625
4,slows,1,0.027027027027027,3.55534806148941,3.55534806148941,0.0960904881483625
4,that,1,0.027027027027027,1.15745278869104,1.15745278869104,0.0312825078024606
4,the,1,0.027027027027027,0.22314355131421,0.22314355131421,0.00603090679227594
4,time,1,0.027027027027027,1.94591014905531,1.94591014905531,0.0525921661906841
4,to,2,0.0540540540540541,0.377294231141468,0.754588462282936,0.0203942827644037
4,train,2,0.0540540540540541,3.55534806148941,7.11069612297883,0.192180976296725
4,were,1,0.027027027027027,2.86220088092947,2.86220088092947,0.0773567805656613
5,a,1,0.0181818181818182,0.464305608131098,0.464305608131098,0.00844192014783814
5,analytics,1,0.0181818181818182,3.55534806148941,3.55534806148941,0.0646426920270802
5,and,1,0.0181818181818182,0.336472236621213,0.336472236621213,0.0061176770294766
5,are,3,0.0545454545454545,1.47590651980958,4.42771955942873,0.0805039919896133
5,arts,1,0.0181818181818182,3.55534806148941,3.55534806148941,0.0646426920270802
5,bias,1,0.0181818181818182,3.55534806148941,3.55534806148941,0.0646426920270802
5,citizen,1,0.0181818181818182,3.55534806148941,3.55534806148941,0.0646426920270802
5,common,1,0.0181818181818182,2.86220088092947,2.86220088092947,0.0520400160168994
5,confirmation,1,0.0181818181818182,3.55534806148941,3.55534806148941,0.0646426920270802
5,data,2,0.0363636363636364,0.722134717433197,1.44426943486639,0.0262594442702981
5,first,1,0.0181818181818182,2.4567357728213,2.4567357728213,0.0446679231422055
5,for,3,0.0545454545454545,0.916290731874155,2.74887219562247,0.049979494465863
5,in,1,0.0181818181818182,0.419853845560264,0.419853845560264,0.00763370628291389
5,know,1,0.0181818181818182,2.16905370036952,2.16905370036952,0.0394373400067186
5,look,1,0.0181818181818182,2.4567357728213,2.4567357728213,0.0446679231422055
5,most,1,0.0181818181818182,1.94591014905531,1.94591014905531,0.0353801845282784
5,of,4,0.0727272727272727,0.297251523467932,1.18900609387173,0.0216182926158496
5,our,1,0.0181818181818182,2.16905370036952,2.16905370036952,0.0394373400067186
5,paradox,1,0.0181818181818182,3.55534806148941,3.55534806148941,0.0646426920270802
5,practicing,1,0.0181818181818182,3.55534806148941,3.55534806148941,0.0646426920270802
5,predictive,1,0.0181818181818182,2.86220088092947,2.86220088092947,0.0520400160168994
5,real,1,0.0181818181818182,3.55534806148941,3.55534806148941,0.0646426920270802
5,risk,1,0.0181818181818182,3.55534806148941,3.55534806148941,0.0646426920270802
5,s,1,0.0181818181818182,0.990398704027877,0.990398704027877,0.0180072491641432
5,scientist,1,0.0181818181818182,2.86220088092947,2.86220088092947,0.0520400160168994
5,seven,1,0.0181818181818182,3.55534806148941,3.55534806148941,0.0646426920270802
5,simpson,1,0.0181818181818182,3.55534806148941,3.55534806148941,0.0646426920270802
5,six,1,0.0181818181818182,3.55534806148941,3.55534806148941,0.0646426920270802
